time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-08-08T22:10:11.360Z,-20.485,-68.302,137.7,4,mb,13,136.4,,0.86,us,usp000ge7r,2014-11-07T01:36:51.893Z,"144 km W of Colchani, Bolivia",earthquake,,9.2,,3,reviewed,us,us
2008-08-09T00:40:56.600Z,-18.883,-68.717,145.2,3.9,mb,11,120.2,,1.64,us,usp000ge82,2014-11-07T01:36:51.922Z,"116 km SSW of Curahuara de Carangas, Bolivia",earthquake,,14.7,,3,reviewed,us,us
2008-08-09T23:34:21.430Z,-21.411,-65.698,281.3,3.7,mb,12,67.8,,1.59,us,usp000gea4,2014-11-07T01:36:52.203Z,"4 km NNE of Tupiza, Bolivia",earthquake,,12.6,,1,reviewed,us,us
2008-08-09T23:58:27.690Z,-21.424,-66.555,224.8,4.6,mb,47,75,,1.28,us,usp000gea6,2014-11-07T01:36:52.206Z,"64 km SSW of Atocha, Bolivia",earthquake,,8.4,,23,reviewed,us,us
2008-08-27T04:42:06.800Z,-21.742,-65.681,277.1,4.9,mb,280,52.6,,0.81,us,usp000gfnv,2014-11-07T01:36:59.865Z,"33 km S of Tupiza, Bolivia",earthquake,,,,195,reviewed,us,us
2008-09-01T21:59:40.600Z,-20,-63.457,10,4.4,mb,6,94.1,,0.54,us,usp000gg66,2014-11-07T01:37:05.884Z,"7 km ENE of Camiri, Bolivia",earthquake,,,,1,reviewed,us,us
2008-09-04T14:35:16.590Z,-18.418,-69.02,134,4.6,mb,13,126.1,,1.03,us,usp000ggdh,2014-11-07T01:37:07.684Z,"87 km SW of Curahuara de Carangas, Bolivia",earthquake,,10,,1,reviewed,us,us
2008-09-05T12:00:23.120Z,-16.686,-67.588,10,4,mb,13,95.7,,1.4,us,usp000ggf9,2014-11-07T01:37:07.926Z,"29 km N of Viloco, Bolivia",earthquake,,,,1,reviewed,us,us
2008-09-13T10:41:51.570Z,-22.043,-63.675,534.7,3.8,mb,13,71.2,,1.2,us,usp000ggzh,2014-11-07T01:37:11.732Z,"2 km S of Yacuiba, Bolivia",earthquake,,15.1,,1,reviewed,us,us
2008-09-16T14:23:47.770Z,-21.376,-66.491,232.8,4.1,mb,14,112.9,,0.79,us,usp000gh5m,2014-11-07T01:37:12.592Z,"56 km SSW of Atocha, Bolivia",earthquake,,9.9,,2,reviewed,us,us
2008-10-06T00:18:28.510Z,-18.398,-68.931,135.1,5,mb,282,88.8,,0.88,us,usp000gjfg,2014-11-07T01:37:24.313Z,"78 km SW of Curahuara de Carangas, Bolivia",earthquake,,,,198,reviewed,us,us
2008-10-11T03:21:47.960Z,-22.081,-63.731,530.8,3.7,mb,13,104.6,,1.02,us,usp000gjxj,2014-11-07T01:37:27.193Z,"9 km SW of Yacuiba, Bolivia",earthquake,,10.8,,4,reviewed,us,us
2008-10-12T20:55:41.460Z,-20.123,-64.971,352.7,6.2,mwb,566,24.9,,0.84,us,usp000gk3x,2022-05-02T19:46:21.057Z,"62 km NNE of Camargo, Bolivia",earthquake,,,,,reviewed,us,us
2008-10-19T18:33:51.070Z,-19.346,-67.031,252.3,4.7,mb,12,96.9,,1.34,us,usp000gkkn,2014-11-07T01:37:30.500Z,"56 km SSW of Challapata, Bolivia",earthquake,,11.5,,1,reviewed,us,us
2008-10-21T21:42:58.100Z,-22.031,-66.496,252.2,4,mb,28,68.8,,0.92,us,usp000gks4,2014-11-07T01:37:31.105Z,"93 km W of Villazón, Bolivia",earthquake,,7.9,,5,reviewed,us,us
2008-10-29T18:24:51.840Z,-20.606,-68.497,113.6,3.9,mb,15,137.1,,0.72,us,usp000gmbj,2014-11-07T01:37:34.089Z,"166 km WSW of Colchani, Bolivia",earthquake,,,,1,reviewed,us,us
2008-11-03T04:46:32.820Z,-18.381,-69.152,114.1,4.8,mb,138,62.7,,0.8,us,usp000gmtk,2014-11-07T01:37:40.093Z,"95 km SW of Curahuara de Carangas, Bolivia",earthquake,,,,78,reviewed,us,us
2008-11-15T08:49:36.730Z,-16.745,-68.774,212,4.5,mb,34,87.3,,1.11,us,usp000gnr5,2014-11-07T01:37:44.375Z,"23 km SSW of Tiahuanaco, Bolivia",earthquake,,7.2,,13,reviewed,us,us
2008-11-24T00:03:52.550Z,-19.554,-66.549,252.3,3.7,mb,19,97,,0.73,us,usp000gpak,2014-11-07T01:37:47.109Z,"75 km SSE of Challapata, Bolivia",earthquake,,7.7,,2,reviewed,us,us
2008-11-27T20:56:57.580Z,-20.455,-68.477,133,3.6,mb,7,176.9,,0.31,us,usp000gpjr,2014-11-07T01:37:48.512Z,"162 km W of Colchani, Bolivia",earthquake,,14.1,,1,reviewed,us,us
2008-12-10T15:51:46.160Z,-20.276,-66.56,245.9,4.1,mb,16,112.1,,0.96,us,usp000gqbm,2014-11-07T01:37:57.129Z,"34 km NE of Uyuni, Bolivia",earthquake,,9.4,,3,reviewed,us,us
2008-12-11T18:05:33.200Z,-20.948,-68.02,135.9,4.6,mb,18,105.4,,1.13,us,usp000gqdh,2014-11-07T01:37:57.374Z,"134 km WSW of Colchani, Bolivia",earthquake,,11.5,,3,reviewed,us,us
2008-12-20T21:02:10.370Z,-21.14,-66.76,210.6,3.9,mb,23,78.4,,1.2,us,usp000gr1y,2014-11-07T01:38:00.614Z,"60 km WSW of Atocha, Bolivia",earthquake,,7.7,,3,reviewed,us,us
2008-12-21T21:14:30.310Z,-21.241,-67.163,168.7,4.3,mb,16,110.4,,1.24,us,usp000gr55,2014-11-07T01:38:01.082Z,"Potosi, Bolivia",earthquake,,8.6,,2,reviewed,us,us
2008-12-22T13:52:40.590Z,-17.637,-69.064,142.7,5,mwc,93,102.4,,0.87,us,usp000gr6k,2016-11-10T02:05:46.591Z,"71 km WNW of Curahuara de Carangas, Bolivia",earthquake,,5.2,,,reviewed,us,gcmt
2008-12-27T12:56:45.600Z,-21.527,-66.608,230.3,4.6,mb,105,67.4,,1.15,us,usp000grm7,2014-11-07T01:38:03.290Z,"76 km SSW of Atocha, Bolivia",earthquake,,,,54,reviewed,us,us
2008-12-30T23:19:34.670Z,-20.731,-67.719,164.4,3.7,mb,16,113.6,,1.05,us,usp000grw2,2014-11-07T01:38:04.768Z,"94 km WSW of Colchani, Bolivia",earthquake,,8,,1,reviewed,us,us
2008-12-31T01:19:52.230Z,-18.262,-66.836,271.3,3.7,mb,17,116.5,,0.96,us,usp000grw8,2014-11-07T01:38:04.799Z,"2 km N of Huanuni, Bolivia",earthquake,,7.2,,5,reviewed,us,us
2009-01-03T03:21:12.810Z,-22.024,-66.978,173,4.5,mb,64,63.5,,0.86,us,usp000gs1g,2014-11-07T01:38:08.780Z,"143 km W of Villazón, Bolivia",earthquake,,5,,17,reviewed,us,us
2009-01-07T23:16:50.570Z,-15.913,-69.324,237.4,4.4,mb,66,83.2,,0.9,us,usp000gsbk,2014-11-07T01:38:10.885Z,"23 km NW of Yumani, Bolivia",earthquake,,5.2,,13,reviewed,us,us
2009-01-09T06:28:35.530Z,-19.303,-66.664,246.3,4.6,mb,124,80.5,,0.96,us,usp000gsd3,2014-11-07T01:38:11.110Z,"45 km SSE of Challapata, Bolivia",earthquake,,4.9,,74,reviewed,us,us
2009-01-12T23:37:56.150Z,-17.631,-69.139,148.7,4.5,mb,20,93.2,,1.19,us,usp000gshf,2014-11-07T01:38:11.652Z,"79 km WNW of Curahuara de Carangas, Bolivia",earthquake,,8.7,,5,reviewed,us,us
2009-01-24T19:30:18.070Z,-18.919,-67.708,183.1,5.1,mwc,224,102.6,,1.02,us,usp000gt2c,2016-11-10T02:07:08.438Z,"98 km SW of Poopó, Bolivia",earthquake,,,,,reviewed,us,gcmt
2009-02-20T07:44:49.010Z,-21.505,-66.62,203,4.5,mb,57,49,,1.01,us,usp000gu7b,2014-11-07T01:38:25.461Z,"75 km SSW of Atocha, Bolivia",earthquake,,5.3,,24,reviewed,us,us
2009-05-20T14:04:08.070Z,-18.423,-68.941,130.1,4.5,mb,61,122.7,,0.86,us,usp000gxbh,2014-11-07T01:38:59.687Z,"81 km SW of Curahuara de Carangas, Bolivia",earthquake,,,,32,reviewed,us,us
2009-06-14T21:14:14.840Z,-19.57,-68.428,125.6,4.4,mb,52,111.9,,0.76,us,usp000gy75,2014-11-07T01:39:09.717Z,"176 km WNW of Colchani, Bolivia",earthquake,,7.3,,28,reviewed,us,us
2009-06-16T12:52:13.600Z,-20.72,-66.569,229.1,4.4,mb,48,89.6,,1.05,us,usp000gy94,2014-11-07T01:39:10.014Z,"39 km SE of Uyuni, Bolivia",earthquake,,6.3,,19,reviewed,us,us
2009-06-24T21:03:14.090Z,-21.477,-66.742,212.8,4.5,mb,24,66.1,,0.82,us,usp000gyjm,2014-11-07T01:39:11.551Z,"80 km SW of Atocha, Bolivia",earthquake,,6.2,,6,reviewed,us,us
2009-07-11T21:16:01.450Z,-17.189,-66.246,31.5,4.5,mb,25,99.2,,1.22,us,usp000gz50,2014-11-07T01:39:18.821Z,"16 km N of Tiquipaya, Bolivia",earthquake,,12.1,,1,reviewed,us,us
2009-07-14T18:38:08.500Z,-21.822,-67.087,175.6,5.7,mwc,251,25.9,,0.87,us,usp000gz83,2022-07-15T13:56:20.017Z,"133 km SW of Atocha, Bolivia",earthquake,,3,,,reviewed,us,us
2009-07-30T23:27:14.700Z,-20.831,-67.717,223.8,4.5,m,9,258.4,,,us,usp000gzu3,2014-11-07T01:39:23.292Z,"100 km SW of Colchani, Bolivia",earthquake,,,,,reviewed,guc,guc
2009-08-07T00:45:49.500Z,-20.989,-68.078,189.3,4.6,m,11,85,,,us,usp000h01r,2014-11-07T01:39:28.323Z,"141 km WSW of Colchani, Bolivia",earthquake,,,,,reviewed,guc,guc
2009-09-06T21:27:07.720Z,-21.422,-66.549,226,4.3,mb,28,70.8,,0.94,us,usp000h19m,2014-11-07T01:39:40.802Z,"63 km SSW of Atocha, Bolivia",earthquake,,5.3,,10,reviewed,us,us
2009-09-08T22:22:29.050Z,-20.901,-68.404,114.5,4.9,mb,193,107.9,,0.9,us,usp000h1bw,2022-07-15T17:35:13.157Z,"167 km WSW of Colchani, Bolivia",earthquake,,,,114,reviewed,us,us
2009-09-22T22:46:47.520Z,-21.042,-68.203,132,4.1,mb,20,120.6,,0.88,us,usp000h1sq,2014-11-07T01:39:44.346Z,"155 km WSW of Colchani, Bolivia",earthquake,,7.2,,7,reviewed,us,us
2009-10-16T23:31:04.560Z,-18.605,-63.416,43.2,5,mb,71,65.1,,0.97,us,usp000h32s,2022-05-02T21:23:59.307Z,"30 km N of Abapó, Bolivia",earthquake,,7.3,,45,reviewed,us,us
2009-10-17T00:06:49.280Z,-18.579,-63.355,33.9,4.9,mwc,111,64,,0.96,us,usp000h32u,2022-07-15T19:10:54.525Z,"33 km N of Abapó, Bolivia",earthquake,,2.1,,,reviewed,us,gcmt
2009-11-13T07:27:13.360Z,-17.917,-64.095,608,5.8,mwc,408,25.9,,0.8,us,usp000h408,2022-05-02T22:31:53.573Z,"26 km NNW of Mairana, Bolivia",earthquake,,,,,reviewed,us,us
2009-11-15T10:11:20.900Z,-21.943,-68.816,149.2,4.6,mb,61,68.8,,,us,usp000h42g,2014-11-07T01:40:06.679Z,Chile-Bolivia border region,earthquake,,,,26,reviewed,guc,us
2009-11-16T22:07:44.670Z,-18.198,-66.957,252.5,4.5,mb,87,29,,0.91,us,usp000h445,2014-11-07T01:40:07.114Z,"7 km ESE of Machacamarca, Bolivia",earthquake,,4,,46,reviewed,us,us
2009-11-29T17:05:30.970Z,-21.968,-65.717,275.8,5.4,mwb,282,103.6,,0.82,us,usp000h4k6,2016-11-10T02:21:02.144Z,"18 km NW of Villazón, Bolivia",earthquake,,,,,reviewed,us,us
2009-12-15T16:39:52.920Z,-17.521,-63.437,32.2,4.5,mb,28,60,,1.03,us,usp000h52m,2022-07-15T22:40:14.133Z,"19 km SSW of Portachuelo, Bolivia",earthquake,,14.7,,6,reviewed,us,us
2009-12-28T02:17:30.570Z,-18.744,-68.614,141.7,4.2,mb,24,61.8,,1.27,us,usp000h5e1,2014-11-07T01:40:19.035Z,"98 km S of Curahuara de Carangas, Bolivia",earthquake,,7.1,,2,reviewed,us,us
2010-01-23T09:23:03.950Z,-17.541,-63.887,10,5.3,mb,242,64.2,,0.86,us,usp000h6h7,2022-07-16T01:09:00.374Z,"16 km SSW of Villa Yapacaní, Bolivia",earthquake,,,,144,reviewed,us,us
2010-01-23T09:40:30.790Z,-17.557,-63.903,10,5.1,mb,60,64.4,,1.08,us,usp000h6h8,2022-05-02T21:35:28.866Z,"18 km SSW of Villa Yapacaní, Bolivia",earthquake,,,,8,reviewed,us,us
2010-01-23T18:49:06.760Z,-17.62,-63.826,33.2,4.2,mb,12,134.3,,0.82,us,usp000h6hn,2014-11-07T01:40:33.524Z,"20 km SW of San Juan del Surutú, Bolivia",earthquake,,17.5,,2,reviewed,us,us
2010-02-25T00:25:28.400Z,-20.796,-68.116,180.5,4.1,mb,21,85.9,,,us,usp000h7nj,2014-11-07T01:40:44.741Z,"135 km WSW of Colchani, Bolivia",earthquake,,,,2,reviewed,guc,us
2010-02-26T19:26:18.660Z,-21.798,-67.156,185.7,4.1,mb,18,75.9,,1.18,us,usp000h7qq,2014-11-07T01:40:45.187Z,"136 km SW of Atocha, Bolivia",earthquake,,8.7,,4,reviewed,us,us
2010-03-08T11:47:23.140Z,-21.946,-65.762,246.6,4.7,mb,161,53.7,,0.98,us,usp000h8y3,2014-11-07T01:40:57.465Z,"23 km NW of Villazón, Bolivia",earthquake,,5.4,,79,reviewed,us,us
2010-03-21T10:49:52.830Z,-19.535,-68.76,128.4,4.3,mb,13,129.2,,1.47,us,usp000h9sy,2014-11-07T01:41:04.060Z,Chile-Bolivia border region,earthquake,,10.9,,2,reviewed,us,us
2010-04-06T03:27:26.030Z,-21.376,-67.913,117.7,4.3,mb,17,116.3,,1.4,us,usp000haps,2014-11-07T01:41:12.868Z,"151 km SW of Uyuni, Bolivia",earthquake,,9.5,,7,reviewed,us,us
2010-04-18T14:28:48.490Z,-17.993,-65.126,429.6,4.6,mb,160,79.1,,1.01,us,usp000hbm7,2022-07-16T10:53:28.760Z,"23 km ESE of Mizque, Bolivia",earthquake,,,,103,reviewed,us,us
2010-04-25T01:42:11.970Z,-21.085,-68.212,139,4.2,mb,22,128.4,,0.94,us,usp000hbva,2014-11-07T01:41:19.077Z,"159 km WSW of Colchani, Bolivia",earthquake,,7.4,,9,reviewed,us,us
2010-05-15T03:03:04.170Z,-17.125,-64.532,44.1,4.2,mb,38,58.3,,0.88,us,usp000hcs1,2014-11-07T01:41:29.356Z,"67 km ESE of Chimoré, Bolivia",earthquake,,6,,15,reviewed,us,us
2010-06-13T02:20:22.780Z,-17.957,-66.778,269.5,5,mb,302,45.9,,0.96,us,usp000hdwu,2014-11-07T01:41:40.577Z,"35 km NE of Machacamarca, Bolivia",earthquake,,5.5,,132,reviewed,us,us
2010-06-27T12:38:36.510Z,-17.148,-65.145,43.1,4.1,mb,26,73.7,,1.29,us,usp000heku,2014-11-07T01:41:45.021Z,"17 km S of Chimoré, Bolivia",earthquake,,9.4,,5,reviewed,us,us
2010-07-04T09:01:22.200Z,-21.274,-67.851,120.9,4.5,mb,8,140.6,,1.27,us,usp000hew1,2014-11-07T01:41:50.480Z,"139 km SW of Uyuni, Bolivia",earthquake,,13,,2,reviewed,us,us
2010-07-25T09:34:45.780Z,-21.755,-67.153,181.2,4.1,mb,8,123.2,,1.23,us,usp000hgsa,2014-11-07T01:42:01.229Z,"132 km SW of Atocha, Bolivia",earthquake,,12,,2,reviewed,us,us
2010-08-15T04:51:46.140Z,-19.145,-67.565,190.9,4.4,mb,101,82.3,,1.02,us,usp000hj7m,2014-11-07T01:42:14.903Z,"87 km WSW of Challapata, Bolivia",earthquake,,5.6,,59,reviewed,us,us
2010-08-16T17:16:23.180Z,-20.344,-68.526,117.6,4.1,mb,29,99.7,,0.77,us,usp000hjaa,2014-11-07T01:42:15.296Z,"166 km W of Colchani, Bolivia",earthquake,,,,7,reviewed,us,us
2010-08-18T19:10:43.440Z,-18.254,-68.946,138.7,4.1,mb,18,100.6,,0.73,us,usp000hjdg,2014-11-07T01:42:15.810Z,"69 km SW of Curahuara de Carangas, Bolivia",earthquake,,7.4,,3,reviewed,us,us
2010-08-22T08:06:32.600Z,-21.135,-67.269,152.5,5.1,mb,160,48.7,,1.03,us,usp000hjky,2014-11-07T01:42:17.126Z,"87 km SSW of Uyuni, Bolivia",earthquake,,5.5,,31,reviewed,us,us
2010-09-02T00:28:14.490Z,-20.299,-68.493,86.3,4.5,mb,16,129.8,,0.86,us,usp000hk1j,2014-11-07T01:42:21.782Z,"162 km W of Colchani, Bolivia",earthquake,,10.4,,1,reviewed,us,us
2010-09-05T16:06:39.110Z,-18.935,-67.382,207.9,5.2,mwc,176,63.1,,0.97,us,usp000hk9z,2016-11-10T02:32:40.212Z,"64 km W of Challapata, Bolivia",earthquake,,,,,reviewed,us,gcmt
2010-09-08T14:47:26.840Z,-18.101,-69.157,133.3,4.8,mb,44,122.9,,1.14,us,usp000hkf4,2022-07-18T19:52:03.249Z,"80 km WSW of Curahuara de Carangas, Bolivia",earthquake,,,,17,reviewed,us,us
2010-09-17T03:25:32.380Z,-21.586,-67.02,201,5.4,mwb,317,70.3,,0.92,us,usp000hku7,2016-11-10T02:33:15.663Z,"109 km SW of Atocha, Bolivia",earthquake,,,,,reviewed,us,us
2010-09-27T00:45:45.240Z,-18.06,-69.086,149.4,4.6,mb,84,91.9,,0.95,us,usp000hm81,2014-11-07T01:42:31.148Z,"72 km WSW of Curahuara de Carangas, Bolivia",earthquake,,,,42,reviewed,us,us
2010-09-27T20:05:17.470Z,-21.156,-66.705,206.3,4.2,mb,21,86.4,,0.82,us,usp000hm92,2014-11-07T01:42:31.382Z,"55 km WSW of Atocha, Bolivia",earthquake,,6.6,,4,reviewed,us,us
2010-10-22T19:31:37.560Z,-20.878,-68.372,132.2,5.8,mwb,335,47.2,,1.04,us,usp000hne0,2022-07-18T22:47:20.691Z,"163 km WSW of Colchani, Bolivia",earthquake,,,,,reviewed,us,us
2010-10-24T10:46:57.390Z,-22.005,-67.035,163.5,4.5,mb,67,70.5,,1.03,us,usp000hngh,2014-11-07T01:42:45.237Z,"145 km SW of Atocha, Bolivia",earthquake,,5.7,,37,reviewed,us,us
2010-12-15T18:22:23.540Z,-17.679,-69.143,136.6,5.1,mwc,74,33.2,,0.95,us,usp000hqyu,2016-11-10T02:37:26.165Z,"78 km WNW of Curahuara de Carangas, Bolivia",earthquake,,5.2,,,reviewed,us,gcmt
2010-12-16T19:36:24.400Z,-21.08,-67.175,196.4,4.9,mb,192,48.8,,0.87,us,usp000hr02,2014-11-07T01:43:08.242Z,"77 km SSW of Uyuni, Bolivia",earthquake,,,,40,reviewed,us,us
2010-12-16T22:45:15.430Z,-20.978,-68.366,124.1,4.7,mb,65,99.4,,0.95,us,usp000hr09,2014-11-07T01:43:08.287Z,"167 km WSW of Colchani, Bolivia",earthquake,,5.9,,33,reviewed,us,us
2010-12-19T23:01:24.190Z,-20.806,-68.402,111.9,4.2,mb,12,123.6,,0.74,us,usp000hr64,2014-11-07T01:43:09.956Z,"163 km WSW of Colchani, Bolivia",earthquake,,8.6,,6,reviewed,us,us
2011-01-07T04:55:57.260Z,-21.784,-65.337,290.4,5.1,mb,282,51.9,,0.92,us,usp000hspj,2014-11-07T01:43:22.810Z,"42 km NE of Villazón, Bolivia",earthquake,,4.4,,164,reviewed,us,us
2011-02-01T05:18:38.690Z,-21.942,-63.51,511.9,4.6,mb,196,44.1,,0.98,us,usp000htxs,2014-11-07T01:43:33.985Z,"19 km ENE of Yacuiba, Bolivia",earthquake,,5.7,,135,reviewed,us,us
2011-02-10T00:41:16.900Z,-22.031,-63.734,525.8,4.7,mb,41,35.2,,1.21,us,usp000hu9r,2014-11-07T01:43:38.603Z,"6 km WSW of Yacuiba, Bolivia",earthquake,,7,,26,reviewed,us,us
2011-03-17T01:31:59.010Z,-19.848,-66.605,223.8,4.7,mb,143,61.2,,1.02,us,usp000hxkx,2014-11-07T01:44:11.902Z,"60 km NE of Colchani, Bolivia",earthquake,,5.3,,87,reviewed,us,us
2011-04-08T22:09:21.350Z,-20.911,-67.526,177.8,4,mb,24,117.8,,0.52,us,usp000hzjt,2014-11-07T01:44:30.540Z,"88 km SW of Uyuni, Bolivia",earthquake,,6.9,,8,reviewed,us,us
2011-04-16T00:25:15.600Z,-21.318,-68.708,109.5,4.3,mwr,57,44.4,,1.01,us,usp000j01t,2014-11-07T01:44:34.027Z,Chile-Bolivia border region,earthquake,,4.6,,,reviewed,us,us
2011-04-25T16:37:13.100Z,-17.229,-64.765,43.2,4.1,mb,11,72.6,,0.63,us,usp000j0jx,2014-11-07T01:44:37.948Z,"48 km ESE of Chimoré, Bolivia",earthquake,,8.2,,1,reviewed,us,us
2011-04-27T11:21:15.030Z,-19.752,-66.224,48.6,4.8,mb,81,57.4,,0.89,us,usp000j0nx,2014-11-07T01:44:38.534Z,"52 km WSW of Potosí, Bolivia",earthquake,,5,,42,reviewed,us,us
2011-05-11T02:30:04.940Z,-20.158,-68.473,122.1,4.5,mb,111,83.6,,1.1,us,usp000j1d5,2014-11-07T01:44:49.358Z,"161 km W of Colchani, Bolivia",earthquake,,,,56,reviewed,us,us
2011-05-19T15:00:49.610Z,-17.348,-64.483,39.9,4.8,mb,15,121.9,,1.05,us,usp000j1uc,2014-11-07T01:44:52.461Z,"63 km N of Comarapa, Bolivia",earthquake,,9.9,,4,reviewed,us,us
2011-05-30T17:28:48.000Z,-19.728,-66.656,252.2,4.8,mb,204,86.9,,0.87,us,usp000j2ex,2014-11-07T01:44:56.386Z,"69 km NNE of Colchani, Bolivia",earthquake,,,,134,reviewed,us,us
2011-06-15T19:32:53.760Z,-19.928,-68.965,111.8,4.3,mb,31,99.3,,0.95,us,usp000j37e,2014-11-07T01:45:05.985Z,Chile-Bolivia border region,earthquake,,8,,4,reviewed,us,us
2011-06-17T20:43:05.440Z,-18.119,-69.159,124.8,4.6,mb,58,95.9,,1.37,us,usp000j3b9,2014-11-07T01:45:06.638Z,"81 km WSW of Curahuara de Carangas, Bolivia",earthquake,,6.8,,24,reviewed,us,us
2011-07-02T02:00:38.060Z,-19.686,-66.49,245.9,4.1,mb,14,117.6,,1.03,us,usp000j41x,2014-11-07T01:45:15.205Z,"78 km W of Potosí, Bolivia",earthquake,,8.8,,2,reviewed,us,us
2011-07-05T10:30:19.310Z,-19.632,-68.246,149.2,5,mwc,106,47.1,,1.43,us,usp000j46e,2014-11-07T01:45:16.947Z,"156 km WNW of Colchani, Bolivia",earthquake,,,,,reviewed,us,gcmt
2011-07-05T20:17:01.320Z,-21.795,-68.284,113.8,4.3,mb,38,73.1,,1.16,us,usp000j473,2014-11-07T01:45:17.205Z,Chile-Bolivia border region,earthquake,,5.6,,15,reviewed,us,us
2011-07-14T18:34:40.560Z,-15.831,-69.323,232.8,4.9,mb,124,82.7,,0.95,us,usp000j4wq,2014-11-07T01:45:21.911Z,"29 km NW of Yumani, Bolivia",earthquake,,4.8,,66,reviewed,us,us
2011-08-03T16:06:07.900Z,-21.225,-67.44,172.7,4.1,mb,11,96.9,,0.95,us,usp000j5x2,2014-11-07T01:45:33.287Z,"106 km SW of Uyuni, Bolivia",earthquake,,8.6,,1,reviewed,us,us
2011-08-31T21:52:57.170Z,-18.797,-68.995,120.7,4.2,mb,23,99.1,,1.13,us,usp000j7bg,2014-11-07T01:45:45.312Z,"118 km SSW of Curahuara de Carangas, Bolivia",earthquake,,5.5,,6,reviewed,us,us
2011-10-05T17:16:53.390Z,-20.874,-68.013,136,4.2,mb,19,57.2,,1.11,us,usp000j8ys,2014-11-07T01:46:04.013Z,"129 km WSW of Colchani, Bolivia",earthquake,,6.4,,2,reviewed,us,us
2011-10-15T01:59:08.640Z,-20.705,-68.325,127.8,4.3,mb,45,62.8,,1.25,us,usp000j9c0,2014-11-07T01:46:06.824Z,"151 km WSW of Colchani, Bolivia",earthquake,,,,15,reviewed,us,us
2011-10-22T11:02:56.770Z,-20.105,-68.531,123.7,4.9,mwr,255,46.9,,1.03,us,usp000j9q2,2014-11-07T01:46:08.893Z,"168 km W of Colchani, Bolivia",earthquake,,,,,reviewed,us,us
2011-11-02T20:27:40.290Z,-21.355,-67.013,186.1,4.7,mb,30,81.8,,1.06,us,usp000ja8s,2014-11-07T01:46:16.724Z,"94 km WSW of Atocha, Bolivia",earthquake,,5.2,,4,reviewed,us,us
2011-11-07T14:30:38.490Z,-21.362,-67.088,275.9,4,mb,11,101.2,,0.78,us,usp000jah9,2014-11-07T01:46:18.925Z,"101 km WSW of Atocha, Bolivia",earthquake,,14.3,,1,reviewed,us,us
2011-11-18T06:57:35.440Z,-21.924,-66.885,171.7,4.4,mb,23,49.2,,1.3,us,usp000jb1b,2014-11-07T01:46:22.371Z,"129 km SSW of Atocha, Bolivia",earthquake,,7.5,,10,reviewed,us,us
2011-11-22T18:48:16.300Z,-15.364,-65.09,549.9,6.6,mww,832,11.2,,0.8,us,usp000jb98,2022-04-08T22:14:15.677Z,"62 km SSW of Trinidad, Bolivia",earthquake,,,,,reviewed,us,us
2011-12-07T18:08:26.100Z,-20.895,-66.995,261.3,4.2,mb,11,139,,1.17,us,usp000jbxp,2014-11-07T01:46:31.866Z,"51 km SSW of Uyuni, Bolivia",earthquake,,13.7,,1,reviewed,us,us
2011-12-15T07:33:56.720Z,-21.038,-67.213,183.1,4.4,mb,48,65.4,,1.27,us,usp000jc7g,2014-11-07T01:46:34.356Z,"75 km SSW of Uyuni, Bolivia",earthquake,,5.9,,25,reviewed,us,us
2011-12-21T16:54:53.060Z,-21.592,-66.501,209.9,4.3,mb,62,48.9,,0.93,us,usp000jcfj,2014-11-07T01:46:36.214Z,"78 km SSW of Atocha, Bolivia",earthquake,,4.5,,31,reviewed,us,us
2012-01-28T08:51:36.270Z,-21.464,-66.436,197.2,5.1,mb,370,39.3,,0.87,us,usp000je2s,2014-11-07T01:46:51.208Z,"62 km SSW of Atocha, Bolivia",earthquake,,3.6,,284,reviewed,us,us
2012-02-06T13:49:25.040Z,-21.918,-66.905,175.1,4.5,mb,97,45.4,,0.92,us,usp000jekn,2014-11-07T01:46:58.773Z,"129 km SSW of Atocha, Bolivia",earthquake,,4.4,,61,reviewed,us,us
2012-02-26T00:29:28.690Z,-21.398,-66.634,209.4,4.6,mb,67,39.4,,1.05,us,usp000jfcr,2014-11-07T01:47:04.376Z,"66 km SW of Atocha, Bolivia",earthquake,,5,,24,reviewed,us,us
2012-03-03T09:38:05.150Z,-21.23,-67.394,185.2,4.5,mb,42,43.5,,1.04,us,usp000jfqu,2014-11-07T01:47:10.103Z,"103 km SW of Uyuni, Bolivia",earthquake,,5.6,,12,reviewed,us,us
2012-04-04T20:36:59.270Z,-21.484,-66.674,198.8,4.7,mb,26,51.1,,1.22,us,usp000jh8k,2014-11-07T01:47:26.191Z,"76 km SW of Atocha, Bolivia",earthquake,,7.9,,3,reviewed,us,us
2012-04-13T20:28:30.530Z,-21.313,-66.432,223,4.5,mb,212,38.5,,1,us,usp000jhwe,2014-11-07T01:47:31.009Z,"47 km SSW of Atocha, Bolivia",earthquake,,4,,153,reviewed,us,us
2012-04-17T16:08:51.500Z,-17.575,-63.871,33.6,4.5,mb,38,80.9,,0.85,us,usp000jj4s,2014-11-07T01:47:33.546Z,"19 km SSW of Villa Yapacaní, Bolivia",earthquake,,14.2,,16,reviewed,us,us
