earthquake_count_E,min_mag_E,max_mag_E,avg_mag_E,min_depth_E,max_depth_E,avg_depth_E,min_sig_E,max_sig_E,avg_sig_E,high,low,mid,very high
1.9100517375832198,-1.93039313239431,0.7760104386682847,-0.1851454529379602,-0.8386820502999365,-0.17860158842571136,-0.3819671263973985,-1.5946787627066956,0.6873996211858444,-0.20582371495034935,0,0,0,1
1.3886291828610557,-1.085648624766779,0.8894097773719138,-0.2247380959508461,-0.9193720001124931,-0.25753837949462677,-0.21885850055359815,-0.9881213305256791,0.8082451701042666,-0.2532326627206435,1,0,0,0
0.8299621599444517,-1.085648624766779,1.6832051482973138,-0.46229395402816675,0.20356313477891977,0.3852326334951129,0.39100846649141974,-0.9881213305256791,1.707873145385853,-0.4677323856487398,1,0,0,0
0.6251175848750301,-0.7477508217157661,0.8440500418904624,-0.3435160249895073,0.05563156012256599,0.30629584242619745,0.07235431481216921,-0.7091049117224114,0.7545360372516345,-0.3506271315096171,1,0,0,0
0.3644063075139481,-0.7477508217157661,0.20901374515014132,-0.6206645260797139,-0.5024739260809505,0.31193418464540573,0.2377385636673316,-0.7091049117224114,0.11002644302005003,-0.6157565187684895,1,0,0,0
0.3644063075139481,-1.4235464278177916,0.20901374515014132,-0.5216829185474974,-0.7176471255811016,0.1371455758499502,0.005825806774115261,-1.2307443033980856,0.11002644302005003,-0.5244169971132222,1,0,0,0
0.2712951370278474,-1.085648624766779,0.3224130838537706,-0.26433073896373377,0.4523571467009693,0.7235331666476074,0.4339106532644505,-0.9881213305256791,0.22415835033189313,-0.2926542334209423,1,0,0,0
0.21542843473618697,-1.4235464278177916,0.49251209190921297,-0.1851454529379602,-0.27385240161204016,-0.25190003727541854,-0.15895607128392186,-1.2307443033980856,0.3919993904963682,-0.18740121622439262,1,0,0,0
0.1968062006389668,-1.2545975262922853,0.6626110999646564,-0.14555280992507252,-0.3343698639714576,-0.2688150639330433,-0.16544828987516053,-1.1094328169618823,0.5732677138740013,-0.16897871749843588,1,0,0,0
0.15956173244452654,-0.40985301866475415,1.3430071321864279,0.03261408363291752,0.40528800931031134,0.21044402469965734,0.36229545849511685,-0.43008849291914386,1.311768290597692,0.005326462754845884,1,0,0,0
0.06645056195842582,-0.7477508217157661,2.250201841815457,0.4087441922553406,0.7145994835917784,0.5374678734137354,0.5984248109682097,-0.7091049117224114,2.419519155683228,0.45287723599941515,0,0,1,0
0.029206093763985534,-0.40985301866475415,-0.017784932257116214,-0.5414792400539403,0.6675303462011203,0.22172070913807385,0.46864736923200584,-0.43008849291914386,-0.0980964467838991,-0.5585565926543304,0,0,1,0
0.029206093763985534,-1.2545975262922853,0.7760104386682847,0.5671147643068877,-0.8386820502999365,-1.0299912635261559,-1.0092359164704787,-1.1094328169618823,0.6873996211858444,0.4946177226232611,0,0,1,0
0.010583859666765389,-0.2409041171392478,0.6626110999646564,0.012817762126472815,0.4725296341541085,0.22735905135728207,0.3912092567571282,-0.28451470919569993,0.5732677138740013,-0.05110049138479749,0,0,1,0
0.010583859666765389,-0.2409041171392478,1.796604487000943,0.38894787074889764,-0.5562672259559883,-0.16732490398729488,-0.4043217759796018,-0.28451470919569993,1.8488596191240123,0.34221341498125635,0,0,1,0
-0.008038374430454754,-0.7477508217157661,-0.017784932257116214,-0.42270131101528086,0.7213236460761581,0.5205528467561107,0.651768091558078,-0.7091049117224114,-0.1048100883904781,-0.43732882131779016,0,0,1,0
-0.04528284262489504,-0.5788019201902606,-0.357982948368002,-0.561275561560385,-0.7176471255811016,1.1464088330882256,-0.7740435852373584,-0.5756622766425878,-0.4136376022931123,-0.5817457518898005,0,0,1,0
-0.04528284262489504,-0.9166997232412725,0.20901374515014132,-0.5018865970410544,0.40528800931031134,0.26682744689173976,0.43183582051879693,-0.8546786954458554,0.11002644302005003,-0.5012278378777522,0,0,1,0
-0.06390507672211518,-1.2545975262922853,-0.13118427096074448,-0.600868204573271,-0.07212752708064865,-0.34775185500195865,-0.29341861921998874,-1.1094328169618823,-0.20551471248916317,-0.5710529729089999,0,0,1,0
-0.06390507672211518,-0.5788019201902606,1.9100038257045713,0.2503736202037935,2.81926234120263,1.9583301126542125,2.555929111359522,-0.5756622766425878,2.1308325666003305,0.2874612334530635,0,0,1,0
-0.06390507672211518,-0.07195521561374218,-0.017784932257116214,0.11179936965869107,-0.1662658018619647,-0.20115495730254435,-0.2441580740328581,-0.12680977682863562,-0.1048100883904781,0.025037248104995684,0,0,1,0
-0.06390507672211518,-0.5788019201902606,1.2296077934827996,0.27016994171023817,-0.8723028627218351,-0.9736078413340735,-1.0528074041292041,-0.5756622766425878,1.1774954584661117,0.28617294682887046,0,0,1,0
-0.06390507672211518,-0.5788019201902606,0.20901374515014132,-0.26433073896373377,-0.8723028627218351,-1.0243529213069478,-1.0077634545219505,-0.5756622766425878,0.11002644302005003,-0.2911082894719109,0,0,1,0
-0.06390507672211518,0.09699368591176492,1.5698058095936855,0.9828375159421984,-0.8723028627218351,2.155672090326501,2.071622990470831,0.01876400689480834,1.5937412380740101,0.9468063277149246,0,0,1,0
-0.08252731081933533,-0.5788019201902606,-0.24458360966437273,-0.5216829185474974,0.08252821006008486,0.23863573579569855,-0.03265899415333044,-0.5756622766425878,-0.3129329781944273,-0.5389746359666004,0,0,1,0
-0.08252731081933533,-0.07195521561374218,1.3543470660567907,0.6265037288262183,-0.8050612378780378,1.828648241612423,2.0026849992442766,-0.12680977682863562,1.3251955738108498,0.6127536060617386,0,0,1,0
-0.10114954491655546,-0.2409041171392478,0.7760104386682847,0.6660963718391042,0.5666679089354245,0.21044402469965734,0.41249302492221995,-0.28451470919569993,0.6873996211858444,0.6024473130681962,0,0,1,0
-0.10114954491655546,-0.40985301866475415,1.3430071321864279,-0.08616384540574369,0.21701145974767921,-0.12221816623362895,0.02804659617917952,-0.43008849291914386,1.311768290597692,-0.07029596208526992,0,0,1,0
-0.10114954491655546,-0.2409041171392478,1.5698058095936855,0.21078097719090758,-0.6638538257060638,0.3401258957414469,0.46081654886937784,-0.28451470919569993,1.573600313254273,0.19019559332650904,0,0,1,0
-0.11977177901377561,-1.2545975262922853,-0.357982948368002,-1.115572563740798,-0.17298996434634442,-0.14477153511046192,-0.08017935703765468,-1.1094328169618823,-0.4136376022931123,-1.0175731168542153,0,0,1,0
-0.11977177901377561,0.09699368591176492,-0.357982948368002,-0.32371970348306434,-0.8857511876905945,1.9414150859965877,-0.5578593991579678,0.01876400689480834,-0.4136376022931123,-0.3798712378787928,0,0,1,0
-0.13839401311099575,-0.5788019201902606,0.8894097773719138,0.03261408363291752,-0.8723028627218351,2.217693854737792,1.1269717204013208,-0.5756622766425878,0.8082451701042666,0.03186516721321703,0,0,1,0
-0.13839401311099575,0.09699368591176492,-0.357982948368002,-0.026774880886413083,-0.7109229630967219,-0.8608409969499087,-0.8819348880113452,0.01876400689480834,-0.4136376022931123,-0.10430672896395894,0,0,1,0
-0.1570162472082159,-1.5924953293432973,-0.357982948368002,-0.8582203841570345,0.29770140956023583,0.1371455758499502,0.14852075560422695,-1.3520557898342889,-0.4136376022931123,-0.7802707206779063,0,0,1,0
-0.1570162472082159,0.26594258743727056,1.3883668676678795,1.6163198041483868,-0.8723028627218351,2.09365032591521,-0.4650273663121117,0.17646893926187263,1.3587637818437448,1.596618100957759,0,0,1,0
-0.1570162472082159,-1.085648624766779,-0.8115803031825161,-0.8582203841570345,0.7818411084355755,0.34576423796065514,0.5835663313057873,-0.9881213305256791,-0.7896015322615366,-0.8232994939259453,0,0,1,0
-0.1570162472082159,-0.07195521561374218,-0.017784932257116214,-0.26433073896373377,-0.10574833950254724,0.06948546921945128,0.02911747759629122,-0.12680977682863562,-0.1048100883904781,-0.31442627736980017,0,0,1,0
-0.1570162472082159,-0.2409041171392478,0.20901374515014132,0.2503736202037935,-0.778164587940519,2.1669487747649177,1.5607456244200608,-0.28451470919569993,0.11002644302005003,0.18156407294441726,0,0,1,0
-0.1570162472082159,-0.07195521561374218,-0.017784932257116214,-0.20494177444440315,-0.8723028627218351,0.024378731465785352,-0.048923005675711895,-0.12680977682863562,-0.1048100883904781,-0.25001194616016154,0,0,1,0
-0.17563848130543605,-0.07195521561374218,-0.13118427096074448,-0.2247380959508461,1.2794291322796747,0.7742782466204816,1.0542856442148754,-0.12680977682863562,-0.20551471248916317,-0.27616416463127447,0,1,0,0
-0.17563848130543605,-0.2409041171392478,0.5492117612610271,0.48792947828111416,-0.7176471255811016,-1.0412679479645726,-0.9924364642395417,-0.28451470919569993,0.4457085233490003,0.429816905426365,0,1,0,0
-0.17563848130543605,-0.07195521561374218,1.2296077934827996,0.8442632653970961,1.292877457248434,0.7573632199628568,1.1051525115276732,-0.12680977682863562,1.1774954584661117,0.8781406506454492,0,1,0,0
-0.17563848130543605,-0.2409041171392478,-0.6981809644788878,-0.7790350981312609,-0.7176471255811016,-1.0863746857182384,-1.0071610837248253,-0.28451470919569993,-0.6956105497694305,-0.7631365085761426,0,1,0,0
-0.17563848130543605,-0.07195521561374218,0.20901374515014132,0.21078097719090758,0.7145994835917784,0.23299739357649032,0.47333247543186874,-0.12680977682863562,0.11002644302005003,0.13351098186202734,0,1,0,0
-0.1942607154026562,0.09699368591176492,1.6832051482973138,1.418356589083952,2.7520207163588326,2.03162856150392,2.5786184113845727,0.01876400689480834,1.9495642432226974,1.591207297136149,0,1,0,0
-0.1942607154026562,-0.40985301866475415,-0.6981809644788878,-0.6404608475861568,0.6809786711698798,0.3795942912759046,0.605854050799421,-0.43008849291914386,-0.6956105497694305,-0.6504114289592751,0,1,0,0
-0.1942607154026562,-0.07195521561374218,0.20901374515014132,-0.10596016691218664,-0.8723028627218351,0.1371455758499502,-0.7009559285194963,-0.12680977682863562,0.11002644302005003,-0.13831749584264796,0,1,0,0
-0.1942607154026562,-0.07195521561374218,-0.5847816257752595,-0.4029049895088379,-0.7983370753936582,2.014713534846295,-0.05842707825257666,-0.12680977682863562,-0.6016195672773245,-0.44106485252794947,0,1,0,0
-0.1942607154026562,-1.085648624766779,0.09561440644651305,-0.4029049895088379,3.28995371510921,2.392482463533247,3.040436022513921,-0.9881213305256791,0.002608177314785965,-0.38309195443927474,0,1,0,0
-0.1942607154026562,-0.07195521561374218,-0.13118427096074448,-0.36331234649595023,-0.8723028627218351,-1.0581829746221971,-1.037279623581087,-0.12680977682863562,-0.20551471248916317,-0.3798712378787928,0,1,0,0
-0.1942607154026562,1.1106870950648016,-0.017784932257116214,0.7848743008777654,-0.7176471255811016,-0.9397777880188241,-0.9201519685845131,1.0256493443152956,-0.1048100883904781,0.6539787780359071,0,1,0,0
-0.1942607154026562,-0.40985301866475415,3.497594567555372,3.061451274118752,3.0008147282808824,2.3304606991219563,2.8764573055187177,-0.43008849291914386,4.151638690180611,3.6589073289655487,0,1,0,0
-0.1942607154026562,-0.9166997232412725,0.20901374515014132,-0.20494177444440315,-0.7176471255811016,0.9941735931696031,-0.38303800781451003,-0.8546786954458554,0.11002644302005003,-0.20595254361276852,0,1,0,0
-0.1942607154026562,-0.2409041171392478,0.09561440644651305,-0.10596016691218664,0.23045978471643866,0.435977713467987,0.3916777673771144,-0.28451470919569993,0.002608177314785965,-0.15120036208457568,0,1,0,0
-0.1942607154026562,-0.40985301866475415,-0.24458360966437273,-0.10596016691218664,-0.8723028627218351,-0.9792461835532817,-0.9904285615824575,-0.43008849291914386,-0.3129329781944273,-0.16086251176602148,0,1,0,0
-0.21288294949987632,-0.07195521561374218,-0.6981809644788878,-0.5018865970410544,0.7549444584980566,0.2837424735493645,0.5590029888007915,-0.12680977682863562,-0.6956105497694305,-0.5312449162214435,0,1,0,0
-0.21288294949987632,-0.2409041171392478,0.3224130838537706,-0.04657120239285603,-0.7176471255811016,-0.8664793391691169,-0.9201519685845131,-0.28451470919569993,0.22415835033189313,-0.054578865270117745,0,1,0,0
